KNOTE,BEZEI,CITY,REGIO
RS4318705,São Leopoldo - RS,São Leopoldo,RS
RS4318804,São Lourenço Do Sul - RS,São Lourenço Do Sul,RS
RS4318903,São Luiz Gonzaga - RS,São Luiz Gonzaga,RS
RS4319000,São Marcos - RS,São Marcos,RS
RS4319109,São Martinho - RS,São Martinho,RS
RS4319125,São Martinho Da Serra - RS,São Martinho Da Serra,RS
RS4319158,São Miguel Das Missões - RS,São Miguel Das Missões,RS
RS4319208,São Nicolau - RS,São Nicolau,RS
RS4319307,São Paulo Das Missões - RS,São Paulo Das Missões,RS
RS4319356,São Pedro Da Serra - RS,São Pedro Da Serra,RS
RS4319364,São Pedro Das Missões - RS,São Pedro Das Missões,RS
RS4319372,São Pedro Do Butiá - RS,São Pedro Do Butiá,RS
RS4319406,São Pedro Do Sul - RS,São Pedro Do Sul,RS
RS4319505,São Sebastião Do Caí - RS,São Sebastião Do Caí,RS
RS4319604,São Sepé - RS,São Sepé,RS
RS4319703,São Valentim - RS,São Valentim,RS
RS4319711,São Valentim Do Sul - RS,São Valentim Do Sul,RS
RS4319737,São Valério Do Sul - RS,São Valério Do Sul,RS
RS4319752,São Vendelino - RS,São Vendelino,RS
RS4319802,São Vicente Do Sul - RS,São Vicente Do Sul,RS
RS4319901,Sapiranga - RS,Sapiranga,RS
RS4320008,Sapucaia Do Sul - RS,Sapucaia Do Sul,RS
RS4320107,Sarandi - RS,Sarandi,RS
RS4320206,Seberi - RS,Seberi,RS
RS4320230,Sede Nova - RS,Sede Nova,RS
RS4320263,Segredo - RS,Segredo,RS
RS4320305,Selbach - RS,Selbach,RS
RS4320321,Senador Salgado Filho - RS,Senador Salgado Filho,RS
RS4320354,Sentinela Do Sul - RS,Sentinela Do Sul,RS
RS4320404,Serafina Corrêa - RS,Serafina Corrêa,RS
RS4320453,Sério - RS,Sério,RS
RS4320503,Sertão - RS,Sertão,RS
RS4320552,Sertão Santana - RS,Sertão Santana,RS
RS4320578,Sete De Setembro - RS,Sete De Setembro,RS
RS4320602,Severiano De Almeida - RS,Severiano De Almeida,RS
RS4320651,Silveira Martins - RS,Silveira Martins,RS
RS4320677,Sinimbu - RS,Sinimbu,RS
RS4320701,Sobradinho - RS,Sobradinho,RS
RS4320800,Soledade - RS,Soledade,RS
RS4320859,Tabaí - RS,Tabaí,RS
RS4320909,Tapejara - RS,Tapejara,RS
RS4321006,Tapera - RS,Tapera,RS
RS4321105,Tapes - RS,Tapes,RS
RS4321204,Taquara - RS,Taquara,RS
RS4321303,Taquari - RS,Taquari,RS
RS4321329,Taquaruçu Do Sul - RS,Taquaruçu Do Sul,RS
RS4321352,Tavares - RS,Tavares,RS
RS4321402,Tenente Portela - RS,Tenente Portela,RS
RS4321436,Terra De Areia - RS,Terra De Areia,RS
RS4321451,Teutônia - RS,Teutônia,RS
RS4321469,Tio Hugo - RS,Tio Hugo,RS
RS4321477,Tiradentes Do Sul - RS,Tiradentes Do Sul,RS
RS4321493,Toropi - RS,Toropi,RS
RS4321501,Torres - RS,Torres,RS
RS4321600,Tramandaí - RS,Tramandaí,RS
RS4321626,Travesseiro - RS,Travesseiro,RS
RS4321634,Três Arroios - RS,Três Arroios,RS
RS4321667,Três Cachoeiras - RS,Três Cachoeiras,RS
RS4321709,Três Coroas - RS,Três Coroas,RS
RS4321808,Três De Maio - RS,Três De Maio,RS
RS4321832,Três Forquilhas - RS,Três Forquilhas,RS
RS4321857,Três Palmeiras - RS,Três Palmeiras,RS
RS4321907,Três Passos - RS,Três Passos,RS
RS4321956,Trindade Do Sul - RS,Trindade Do Sul,RS
RS4322004,Triunfo - RS,Triunfo,RS
RS4322103,Tucunduva - RS,Tucunduva,RS
RS4322152,Tunas - RS,Tunas,RS
RS4322186,Tupanci Do Sul - RS,Tupanci Do Sul,RS
RS4322202,Tupanciretã - RS,Tupanciretã,RS
RS4322251,Tupandi - RS,Tupandi,RS
RS4322301,Tuparendi - RS,Tuparendi,RS
RS4322327,Turuçu - RS,Turuçu,RS
RS4322343,Ubiretama - RS,Ubiretama,RS
RS4322350,União Da Serra - RS,União Da Serra,RS
RS4322376,Unistalda - RS,Unistalda,RS
RS4322400,Uruguaiana - RS,Uruguaiana,RS
RS4322509,Vacaria - RS,Vacaria,RS
RS4322525,Vale Verde - RS,Vale Verde,RS
RS4322533,Vale Do Sol - RS,Vale Do Sol,RS
RS4322541,Vale Real - RS,Vale Real,RS
RS4322558,Vanini - RS,Vanini,RS
RS4322608,Venâncio Aires - RS,Venâncio Aires,RS
RS4322707,Vera Cruz - RS,Vera Cruz,RS
RS4322806,Veranópolis - RS,Veranópolis,RS
RS4322855,Vespasiano Correa - RS,Vespasiano Correa,RS
RS4322905,Viadutos - RS,Viadutos,RS
RS4323002,Viamão - RS,Viamão,RS
RS4323101,Vicente Dutra - RS,Vicente Dutra,RS
RS4323200,Victor Graeff - RS,Victor Graeff,RS
RS4323309,Vila Flores - RS,Vila Flores,RS
RS4323358,Vila Lângaro - RS,Vila Lângaro,RS
RS4323408,Vila Maria - RS,Vila Maria,RS
RS4323457,Vila Nova Do Sul - RS,Vila Nova Do Sul,RS
RS4323507,Vista Alegre - RS,Vista Alegre,RS
RS4323606,Vista Alegre Do Prata - RS,Vista Alegre Do Prata,RS
RS4323705,Vista Gaúcha - RS,Vista Gaúcha,RS
RS4323754,Vitória Das Missões - RS,Vitória Das Missões,RS
RS4323770,Westfalia - RS,Westfalia,RS
RS4323804,Xangri-Lá - RS,Xangri-Lá,RS
SC4200051,Abdon Batista - SC,Abdon Batista,SC
SC4200101,Abelardo Luz - SC,Abelardo Luz,SC
SC4200200,Agrolândia - SC,Agrolândia,SC
SC4200309,Agronômica - SC,Agronômica,SC
SC4200408,Água Doce - SC,Água Doce,SC
SC4200507,Águas De Chapecó - SC,Águas De Chapecó,SC
SC4200556,Águas Frias - SC,Águas Frias,SC
SC4200606,Águas Mornas - SC,Águas Mornas,SC
SC4200705,Alfredo Wagner - SC,Alfredo Wagner,SC
SC4200754,Alto Bela Vista - SC,Alto Bela Vista,SC
SC4200804,Anchieta - SC,Anchieta,SC
SC4200903,Angelina - SC,Angelina,SC
SC4201000,Anita Garibaldi - SC,Anita Garibaldi,SC
SC4201109,Anitápolis - SC,Anitápolis,SC
SC4201208,Antônio Carlos - SC,Antônio Carlos,SC
SC4201257,Apiúna - SC,Apiúna,SC
SC4201273,Arabutã - SC,Arabutã,SC
SC4201307,Araquari - SC,Araquari,SC
SC4201406,Araranguá - SC,Araranguá,SC
SC4201505,Armazém - SC,Armazém,SC
SC4201604,Arroio Trinta - SC,Arroio Trinta,SC
SC4201653,Arvoredo - SC,Arvoredo,SC
SC4201703,Ascurra - SC,Ascurra,SC
SC4201802,Atalanta - SC,Atalanta,SC
SC4201901,Aurora - SC,Aurora,SC
SC4201950,Balneário Arroio Do Silva - SC,Balneário Arroio Do Silva,SC
SC4202008,Balneário Camboriú - SC,Balneário Camboriú,SC
SC4202057,Balneário Barra Do Sul - SC,Balneário Barra Do Sul,SC
SC4202073,Balneário Gaivota - SC,Balneário Gaivota,SC
SC4202081,Bandeirante - SC,Bandeirante,SC
SC4202099,Barra Bonita - SC,Barra Bonita,SC
SC4202107,Barra Velha - SC,Barra Velha,SC
SC4202131,Bela Vista Do Toldo - SC,Bela Vista Do Toldo,SC
SC4202156,Belmonte - SC,Belmonte,SC
SC4202206,Benedito Novo - SC,Benedito Novo,SC
SC4202305,Biguaçu - SC,Biguaçu,SC
SC4202404,Blumenau - SC,Blumenau,SC
SC4202438,Bocaina Do Sul - SC,Bocaina Do Sul,SC
SC4202453,Bombinhas - SC,Bombinhas,SC
SC4202503,Bom Jardim Da Serra - SC,Bom Jardim Da Serra,SC
SC4202537,Bom Jesus - SC,Bom Jesus,SC
SC4202578,Bom Jesus Do Oeste - SC,Bom Jesus Do Oeste,SC
SC4202602,Bom Retiro - SC,Bom Retiro,SC
SC4202701,Botuverá - SC,Botuverá,SC
SC4202800,Braço Do Norte - SC,Braço Do Norte,SC
SC4202859,Braço Do Trombudo - SC,Braço Do Trombudo,SC
SC4202875,Brunópolis - SC,Brunópolis,SC
SC4202909,Brusque - SC,Brusque,SC
SC4203006,Caçador - SC,Caçador,SC
SC4203105,Caibi - SC,Caibi,SC
SC4203154,Calmon - SC,Calmon,SC
SC4203204,Camboriú - SC,Camboriú,SC
SC4203253,Capão Alto - SC,Capão Alto,SC
SC4203303,Campo Alegre - SC,Campo Alegre,SC
SC4203402,Campo Belo Do Sul - SC,Campo Belo Do Sul,SC
SC4203501,Campo Erê - SC,Campo Erê,SC
SC4203600,Campos Novos - SC,Campos Novos,SC
SC4203709,Canelinha - SC,Canelinha,SC
SC4203808,Canoinhas - SC,Canoinhas,SC
SC4203907,Capinzal - SC,Capinzal,SC
SC4203956,Capivari De Baixo - SC,Capivari De Baixo,SC
SC4204004,Catanduvas - SC,Catanduvas,SC
SC4204103,Caxambu Do Sul - SC,Caxambu Do Sul,SC
SC4204152,Celso Ramos - SC,Celso Ramos,SC
SC4204178,Cerro Negro - SC,Cerro Negro,SC
SC4204194,Chapadão Do Lageado - SC,Chapadão Do Lageado,SC
SC4204202,Chapecó - SC,Chapecó,SC
SC4204251,Cocal Do Sul - SC,Cocal Do Sul,SC
SC4204301,Concórdia - SC,Concórdia,SC
SC4204350,Cordilheira Alta - SC,Cordilheira Alta,SC
SC4204400,Coronel Freitas - SC,Coronel Freitas,SC
SC4204459,Coronel Martins - SC,Coronel Martins,SC
SC4204509,Corupá - SC,Corupá,SC
SC4204558,Correia Pinto - SC,Correia Pinto,SC
SC4204608,Criciúma - SC,Criciúma,SC
SC4204707,Cunha Porã - SC,Cunha Porã,SC
SC4204756,Cunhataí - SC,Cunhataí,SC
SC4204806,Curitibanos - SC,Curitibanos,SC
SC4204905,Descanso - SC,Descanso,SC
SC4205001,Dionísio Cerqueira - SC,Dionísio Cerqueira,SC
SC4205100,Dona Emma - SC,Dona Emma,SC
SC4205159,Doutor Pedrinho - SC,Doutor Pedrinho,SC
SC4205175,Entre Rios - SC,Entre Rios,SC
SC4205191,Ermo - SC,Ermo,SC
SC4205209,Erval Velho - SC,Erval Velho,SC
SC4205308,Faxinal Dos Guedes - SC,Faxinal Dos Guedes,SC
SC4205357,Flor Do Sertão - SC,Flor Do Sertão,SC
SC4205407,Florianópolis - SC,Florianópolis,SC
SC4205431,Formosa Do Sul - SC,Formosa Do Sul,SC
SC4205456,Forquilhinha - SC,Forquilhinha,SC
SC4205506,Fraiburgo - SC,Fraiburgo,SC
SC4205555,Frei Rogério - SC,Frei Rogério,SC
SC4205605,Galvão - SC,Galvão,SC
SC4205704,Garopaba - SC,Garopaba,SC
SC4205803,Garuva - SC,Garuva,SC
SC4205902,Gaspar - SC,Gaspar,SC
SC4206009,Governador Celso Ramos - SC,Governador Celso Ramos,SC
SC4206108,Grão Pará - SC,Grão Pará,SC
SC4206207,Gravatal - SC,Gravatal,SC
SC4206306,Guabiruba - SC,Guabiruba,SC
SC4206405,Guaraciaba - SC,Guaraciaba,SC
SC4206504,Guaramirim - SC,Guaramirim,SC
SC4206603,Guarujá Do Sul - SC,Guarujá Do Sul,SC
SC4206652,Guatambú - SC,Guatambú,SC
SC4206702,Herval D´Oeste - SC,Herval D´Oeste,SC
SC4206751,Ibiam - SC,Ibiam,SC
SC4206801,Ibicaré - SC,Ibicaré,SC
SC4206900,Ibirama - SC,Ibirama,SC
SC4207007,Içara - SC,Içara,SC
SC4207106,Ilhota - SC,Ilhota,SC
SC4207205,Imaruí - SC,Imaruí,SC
SC4207304,Imbituba - SC,Imbituba,SC
SC4207403,Imbuia - SC,Imbuia,SC
SC4207502,Indaial - SC,Indaial,SC
SC4207577,Iomerê - SC,Iomerê,SC
SC4207601,Ipira - SC,Ipira,SC
SC4207650,Iporã Do Oeste - SC,Iporã Do Oeste,SC
SC4207684,Ipuaçu - SC,Ipuaçu,SC
SC4207700,Ipumirim - SC,Ipumirim,SC
SC4207759,Iraceminha - SC,Iraceminha,SC
SC4207809,Irani - SC,Irani,SC
SC4207858,Irati - SC,Irati,SC
SC4207908,Irineópolis - SC,Irineópolis,SC
SC4208005,Itá - SC,Itá,SC
SC4208104,Itaiópolis - SC,Itaiópolis,SC
SC4208203,Itajaí - SC,Itajaí,SC
SC4208302,Itapema - SC,Itapema,SC
SC4208401,Itapiranga - SC,Itapiranga,SC
SC4208450,Itapoá - SC,Itapoá,SC
SC4208500,Ituporanga - SC,Ituporanga,SC
SC4208609,Jaborá - SC,Jaborá,SC
SC4208708,Jacinto Machado - SC,Jacinto Machado,SC
SC4208807,Jaguaruna - SC,Jaguaruna,SC
SC4208906,Jaraguá Do Sul - SC,Jaraguá Do Sul,SC
SC4208955,Jardinópolis - SC,Jardinópolis,SC
SC4209003,Joaçaba - SC,Joaçaba,SC
SC4209102,Joinville - SC,Joinville,SC
SC4209151,José Boiteux - SC,José Boiteux,SC
SC4209177,Jupiá - SC,Jupiá,SC
SC4209201,Lacerdópolis - SC,Lacerdópolis,SC
SC4209300,Lages - SC,Lages,SC
SC4209409,Laguna - SC,Laguna,SC
SC4209458,Lajeado Grande - SC,Lajeado Grande,SC
SC4209508,Laurentino - SC,Laurentino,SC
SC4209607,Lauro Muller - SC,Lauro Muller,SC
SC4209706,Lebon Régis - SC,Lebon Régis,SC
SC4209805,Leoberto Leal - SC,Leoberto Leal,SC
SC4209854,Lindóia Do Sul - SC,Lindóia Do Sul,SC
SC4209904,Lontras - SC,Lontras,SC
SC4210001,Luiz Alves - SC,Luiz Alves,SC
SC4210035,Luzerna - SC,Luzerna,SC
SC4210050,Macieira - SC,Macieira,SC
SC4210100,Mafra - SC,Mafra,SC
SC4210209,Major Gercino - SC,Major Gercino,SC
SC4210308,Major Vieira - SC,Major Vieira,SC
SC4210407,Maracajá - SC,Maracajá,SC
SC4210506,Maravilha - SC,Maravilha,SC
SC4210555,Marema - SC,Marema,SC
SC4210605,Massaranduba - SC,Massaranduba,SC
SC4210704,Matos Costa - SC,Matos Costa,SC
SC4210803,Meleiro - SC,Meleiro,SC
SC4210852,Mirim Doce - SC,Mirim Doce,SC
SC4210902,Modelo - SC,Modelo,SC
SC4211009,Mondaí - SC,Mondaí,SC
SC4211058,Monte Carlo - SC,Monte Carlo,SC
SC4211108,Monte Castelo - SC,Monte Castelo,SC
SC4211207,Morro Da Fumaça - SC,Morro Da Fumaça,SC
SC4211256,Morro Grande - SC,Morro Grande,SC
SC4211306,Navegantes - SC,Navegantes,SC
SC4211405,Nova Erechim - SC,Nova Erechim,SC
SC4211454,Nova Itaberaba - SC,Nova Itaberaba,SC
SC4211504,Nova Trento - SC,Nova Trento,SC
SC4211603,Nova Veneza - SC,Nova Veneza,SC
SC4211652,Novo Horizonte - SC,Novo Horizonte,SC
SC4211702,Orleans - SC,Orleans,SC
SC4211751,Otacílio Costa - SC,Otacílio Costa,SC
SC4211801,Ouro - SC,Ouro,SC
SC4211850,Ouro Verde - SC,Ouro Verde,SC
SC4211876,Paial - SC,Paial,SC
SC4211892,Painel - SC,Painel,SC
SC4211900,Palhoça - SC,Palhoça,SC
SC4212007,Palma Sola - SC,Palma Sola,SC
SC4212056,Palmeira - SC,Palmeira,SC
SC4212106,Palmitos - SC,Palmitos,SC
SC4212205,Papanduva - SC,Papanduva,SC
SC4212239,Paraíso - SC,Paraíso,SC
SC4212254,Passo De Torres - SC,Passo De Torres,SC
SC4212270,Passos Maia - SC,Passos Maia,SC
SC4212304,Paulo Lopes - SC,Paulo Lopes,SC
SC4212403,Pedras Grandes - SC,Pedras Grandes,SC
SC4212502,Penha - SC,Penha,SC
SC4212601,Peritiba - SC,Peritiba,SC
SC4212650,Pescaria Brava - SC,Pescaria Brava,SC
SC4212700,Petrolândia - SC,Petrolândia,SC
SC4212809,Piçarras - SC,Piçarras,SC
SC4212908,Pinhalzinho - SC,Pinhalzinho,SC
SC4213005,Pinheiro Preto - SC,Pinheiro Preto,SC
SC4213104,Piratuba - SC,Piratuba,SC
SC4213153,Planalto Alegre - SC,Planalto Alegre,SC
SC4213203,Pomerode - SC,Pomerode,SC
SC4213302,Ponte Alta - SC,Ponte Alta,SC
SC4213351,Ponte Alta Do Norte - SC,Ponte Alta Do Norte,SC
SC4213401,Ponte Serrada - SC,Ponte Serrada,SC
SC4213500,Porto Belo - SC,Porto Belo,SC
SC4213609,Porto União - SC,Porto União,SC
SC4213708,Pouso Redondo - SC,Pouso Redondo,SC
SC4213807,Praia Grande - SC,Praia Grande,SC
SC4213906,Presidente Castelo Branco - SC,Presidente Castelo Branco,SC
SC4214003,Presidente Getúlio - SC,Presidente Getúlio,SC
SC4214102,Presidente Nereu - SC,Presidente Nereu,SC
SC4214151,Princesa - SC,Princesa,SC
SC4214201,Quilombo - SC,Quilombo,SC
SC4214300,Rancho Queimado - SC,Rancho Queimado,SC
SC4214409,Rio Das Antas - SC,Rio Das Antas,SC
SC4214508,Rio Do Campo - SC,Rio Do Campo,SC
SC4214607,Rio Do Oeste - SC,Rio Do Oeste,SC
SC4214706,Rio Dos Cedros - SC,Rio Dos Cedros,SC
SC4214805,Rio Do Sul - SC,Rio Do Sul,SC
SC4214904,Rio Fortuna - SC,Rio Fortuna,SC
SC4215000,Rio Negrinho - SC,Rio Negrinho,SC
SC4215059,Rio Rufino - SC,Rio Rufino,SC
SC4215075,Riqueza - SC,Riqueza,SC
SC4215109,Rodeio - SC,Rodeio,SC
SC4215208,Romelândia - SC,Romelândia,SC
SC4215307,Salete - SC,Salete,SC
SC4215356,Saltinho - SC,Saltinho,SC
SC4215406,Salto Veloso - SC,Salto Veloso,SC
SC4215455,Sangão - SC,Sangão,SC
SC4215505,Santa Cecília - SC,Santa Cecília,SC
SC4215554,Santa Helena - SC,Santa Helena,SC
SC4215604,Santa Rosa De Lima - SC,Santa Rosa De Lima,SC
SC4215653,Santa Rosa Do Sul - SC,Santa Rosa Do Sul,SC
SC4215679,Santa Terezinha - SC,Santa Terezinha,SC
SC4215687,Santa Terezinha Do Progresso - SC,Santa Terezinha Do Progresso,SC
SC4215695,Santiago Do Sul - SC,Santiago Do Sul,SC
SC4215703,Santo Amaro Da Imperatriz - SC,Santo Amaro Da Imperatriz,SC
SC4215752,São Bernardino - SC,São Bernardino,SC
SC4215802,São Bento Do Sul - SC,São Bento Do Sul,SC
SC4215901,São Bonifácio - SC,São Bonifácio,SC
SC4216008,São Carlos - SC,São Carlos,SC
SC4216057,São Cristovão Do Sul - SC,São Cristovão Do Sul,SC
SC4216107,São Domingos - SC,São Domingos,SC
SC4216206,São Francisco Do Sul - SC,São Francisco Do Sul,SC
SC4216255,São João Do Oeste - SC,São João Do Oeste,SC
SC4216305,São João Batista - SC,São João Batista,SC
SC4216354,São João Do Itaperiú - SC,São João Do Itaperiú,SC
SC4216404,São João Do Sul - SC,São João Do Sul,SC
SC4216503,São Joaquim - SC,São Joaquim,SC
SC4216602,São José - SC,São José,SC
SC4216701,São José Do Cedro - SC,São José Do Cedro,SC
SC4216800,São José Do Cerrito - SC,São José Do Cerrito,SC
SC4216909,São Lourenço Do Oeste - SC,São Lourenço Do Oeste,SC
SC4217006,São Ludgero - SC,São Ludgero,SC
SC4217105,São Martinho - SC,São Martinho,SC
SC4217154,São Miguel Da Boa Vista - SC,São Miguel Da Boa Vista,SC
SC4217204,São Miguel Do Oeste - SC,São Miguel Do Oeste,SC
SC4217253,São Pedro De Alcântara - SC,São Pedro De Alcântara,SC
SC4217303,Saudades - SC,Saudades,SC
SC4217402,Schroeder - SC,Schroeder,SC
SC4217501,Seara - SC,Seara,SC
SC4217550,Serra Alta - SC,Serra Alta,SC
SC4217600,Siderópolis - SC,Siderópolis,SC
SC4217709,Sombrio - SC,Sombrio,SC
SC4217758,Sul Brasil - SC,Sul Brasil,SC
SC4217808,Taió - SC,Taió,SC
SC4217907,Tangará - SC,Tangará,SC
SC4217956,Tigrinhos - SC,Tigrinhos,SC
SC4218004,Tijucas - SC,Tijucas,SC
SC4218103,Timbé Do Sul - SC,Timbé Do Sul,SC
SC4218202,Timbó - SC,Timbó,SC
SC4218251,Timbó Grande - SC,Timbó Grande,SC
SC4218301,Três Barras - SC,Três Barras,SC
SC4218350,Treviso - SC,Treviso,SC
SC4218400,Treze De Maio - SC,Treze De Maio,SC
SC4218509,Treze Tílias - SC,Treze Tílias,SC
SC4218608,Trombudo Central - SC,Trombudo Central,SC
SC4218707,Tubarão - SC,Tubarão,SC
SC4218756,Tunápolis - SC,Tunápolis,SC
SC4218806,Turvo - SC,Turvo,SC
SC4218855,União Do Oeste - SC,União Do Oeste,SC
SC4218905,Urubici - SC,Urubici,SC
SC4218954,Urupema - SC,Urupema,SC
SC4219002,Urussanga - SC,Urussanga,SC
SC4219101,Vargeão - SC,Vargeão,SC
SC4219150,Vargem - SC,Vargem,SC
SC4219176,Vargem Bonita - SC,Vargem Bonita,SC
SC4219200,Vidal Ramos - SC,Vidal Ramos,SC
SC4219309,Videira - SC,Videira,SC
SC4219358,Vitor Meireles - SC,Vitor Meireles,SC
SC4219408,Witmarsum - SC,Witmarsum,SC
SC4219507,Xanxerê - SC,Xanxerê,SC
SC4219606,Xavantina - SC,Xavantina,SC
SC4219705,Xaxim - SC,Xaxim,SC
SC4219853,Zortéa - SC,Zortéa,SC
SC4220000,Balneário Rincão - SC,Balneário Rincão,SC
SE2800100,Amparo De São Francisco - SE,Amparo De São Francisco,SE
SE2800209,Aquidabã - SE,Aquidabã,SE
SE2800308,Aracaju - SE,Aracaju,SE
SE2800407,Arauá - SE,Arauá,SE
SE2800506,Areia Branca - SE,Areia Branca,SE
SE2800605,Barra Dos Coqueiros - SE,Barra Dos Coqueiros,SE
SE2800670,Boquim - SE,Boquim,SE
SE2800704,Brejo Grande - SE,Brejo Grande,SE
SE2801009,Campo Do Brito - SE,Campo Do Brito,SE
SE2801108,Canhoba - SE,Canhoba,SE
SE2801207,Canindé De São Francisco - SE,Canindé De São Francisco,SE
SE2801306,Capela - SE,Capela,SE
SE2801405,Carira - SE,Carira,SE
SE2801504,Carmópolis - SE,Carmópolis,SE
SE2801603,Cedro De São João - SE,Cedro De São João,SE
SE2801702,Cristinápolis - SE,Cristinápolis,SE
SE2801900,Cumbe - SE,Cumbe,SE
SE2802007,Divina Pastora - SE,Divina Pastora,SE
SE2802106,Estância - SE,Estância,SE
SE2802205,Feira Nova - SE,Feira Nova,SE
SE2802304,Frei Paulo - SE,Frei Paulo,SE
SE2802403,Gararu - SE,Gararu,SE
SE2802502,General Maynard - SE,General Maynard,SE
SE2802601,Gracho Cardoso - SE,Gracho Cardoso,SE
SE2802700,Ilha Das Flores - SE,Ilha Das Flores,SE
SE2802809,Indiaroba - SE,Indiaroba,SE
SE2802908,Itabaiana - SE,Itabaiana,SE
SE2803005,Itabaianinha - SE,Itabaianinha,SE
SE2803104,Itabi - SE,Itabi,SE
SE2803203,Itaporanga D´Ajuda - SE,Itaporanga D´Ajuda,SE
SE2803302,Japaratuba - SE,Japaratuba,SE
SE2803401,Japoatã - SE,Japoatã,SE
SE2803500,Lagarto - SE,Lagarto,SE
SE2803609,Laranjeiras - SE,Laranjeiras,SE
SE2803708,Macambira - SE,Macambira,SE
SE2803807,Malhada Dos Bois - SE,Malhada Dos Bois,SE
SE2803906,Malhador - SE,Malhador,SE
SE2804003,Maruim - SE,Maruim,SE
SE2804102,Moita Bonita - SE,Moita Bonita,SE
SE2804201,Monte Alegre De Sergipe - SE,Monte Alegre De Sergipe,SE
SE2804300,Muribeca - SE,Muribeca,SE
SE2804409,Neópolis - SE,Neópolis,SE
SE2804458,Nossa Senhora Aparecida - SE,Nossa Senhora Aparecida,SE
SE2804508,Nossa Senhora Da Glória - SE,Nossa Senhora Da Glória,SE
SE2804607,Nossa Senhora Das Dores - SE,Nossa Senhora Das Dores,SE
SE2804706,Nossa Senhora De Lourdes - SE,Nossa Senhora De Lourdes,SE
SE2804805,Nossa Senhora Do Socorro - SE,Nossa Senhora Do Socorro,SE
SE2804904,Pacatuba - SE,Pacatuba,SE
SE2805000,Pedra Mole - SE,Pedra Mole,SE
SE2805109,Pedrinhas - SE,Pedrinhas,SE
SE2805208,Pinhão - SE,Pinhão,SE
SE2805307,Pirambu - SE,Pirambu,SE
SE2805406,Poço Redondo - SE,Poço Redondo,SE
SE2805505,Poço Verde - SE,Poço Verde,SE
SE2805604,Porto Da Folha - SE,Porto Da Folha,SE
SE2805703,Propriá - SE,Propriá,SE
SE2805802,Riachão Do Dantas - SE,Riachão Do Dantas,SE
SE2805901,Riachuelo - SE,Riachuelo,SE
SE2806008,Ribeirópolis - SE,Ribeirópolis,SE
SE2806107,Rosário Do Catete - SE,Rosário Do Catete,SE
SE2806206,Salgado - SE,Salgado,SE
SE2806305,Santa Luzia Do Itanhy - SE,Santa Luzia Do Itanhy,SE
SE2806404,Santana Do São Francisco - SE,Santana Do São Francisco,SE
SE2806503,Santa Rosa De Lima - SE,Santa Rosa De Lima,SE
SE2806602,Santo Amaro Das Brotas - SE,Santo Amaro Das Brotas,SE
SE2806701,São Cristóvão - SE,São Cristóvão,SE
SE2806800,São Domingos - SE,São Domingos,SE
SE2806909,São Francisco - SE,São Francisco,SE
SE2807006,São Miguel Do Aleixo - SE,São Miguel Do Aleixo,SE
SE2807105,Simão Dias - SE,Simão Dias,SE
SE2807204,Siriri - SE,Siriri,SE
SE2807303,Telha - SE,Telha,SE
SE2807402,Tobias Barreto - SE,Tobias Barreto,SE
SE2807501,Tomar Do Geru - SE,Tomar Do Geru,SE
SE2807600,Umbaúba - SE,Umbaúba,SE
SP3500105,Adamantina - SP,Adamantina,SP
SP3500204,Adolfo - SP,Adolfo,SP
SP3500303,Aguaí - SP,Aguaí,SP
SP3500402,Águas Da Prata - SP,Águas Da Prata,SP
SP3500501,Águas De Lindóia - SP,Águas De Lindóia,SP
SP3500550,Águas De Santa Bárbara - SP,Águas De Santa Bárbara,SP
SP3500600,Águas De São Pedro - SP,Águas De São Pedro,SP
SP3500709,Agudos - SP,Agudos,SP
SP3500758,Alambari - SP,Alambari,SP
SP3500808,Alfredo Marcondes - SP,Alfredo Marcondes,SP
SP3500907,Altair - SP,Altair,SP
SP3501004,Altinópolis - SP,Altinópolis,SP
SP3501103,Alto Alegre - SP,Alto Alegre,SP
SP3501152,Alumínio - SP,Alumínio,SP
SP3501202,Álvares Florence - SP,Álvares Florence,SP
SP3501301,Álvares Machado - SP,Álvares Machado,SP
SP3501400,Álvaro De Carvalho - SP,Álvaro De Carvalho,SP
SP3501509,Alvinlândia - SP,Alvinlândia,SP
SP3501608,Americana - SP,Americana,SP
SP3501707,Américo Brasiliense - SP,Américo Brasiliense,SP
SP3501806,Américo De Campos - SP,Américo De Campos,SP
SP3501905,Amparo - SP,Amparo,SP
SP3502002,Analândia - SP,Analândia,SP
SP3502101,Andradina - SP,Andradina,SP
SP3502200,Angatuba - SP,Angatuba,SP
SP3502309,Anhembi - SP,Anhembi,SP
SP3502408,Anhumas - SP,Anhumas,SP
SP3502507,Aparecida - SP,Aparecida,SP
SP3502606,Aparecida D´Oeste - SP,Aparecida D´Oeste,SP
SP3502705,Apiaí - SP,Apiaí,SP
SP3502754,Araçariguama - SP,Araçariguama,SP
SP3502804,Araçatuba - SP,Araçatuba,SP
SP3502903,Araçoiaba Da Serra - SP,Araçoiaba Da Serra,SP
SP3503000,Aramina - SP,Aramina,SP
SP3503109,Arandu - SP,Arandu,SP
SP3503158,Arapeí - SP,Arapeí,SP
SP3503208,Araraquara - SP,Araraquara,SP
SP3503307,Araras - SP,Araras,SP
SP3503356,Arco-Íris - SP,Arco-Íris,SP
SP3503406,Arealva - SP,Arealva,SP
SP3503505,Areias - SP,Areias,SP
SP3503604,Areiópolis - SP,Areiópolis,SP
